mp_id,formula,natom_prim,u2_0K_A2,u2_300K_A2,d_min_A,delta_nuc_300K,q300
1508,LaS2,24,0.002209812671956388,0.007500498215634116,2.111712903283965,0.0016819782085172562,0.29462211821479156
1509,Sn2S3,20,0.00252776908567037,0.0192683074152618,2.49242754945789,0.003101690648521364,0.1311879155336813
1519,CaTe,2,0.00236098187621147,0.011907721869726147,3.14759791,0.0012019051212504837,0.19827317954192086
1522,FeS2,6,0.0014896572958760673,0.0028934405959727444,2.1899281260597907,0.0006033298984276989,0.5148394260968956
1536,KSb,16,0.003702853353135037,0.03167986706866167,2.8489618357533715,0.003903103677350656,0.11688348770875907
1541,BeSe,2,0.0029758920665374933,0.007160871623064155,2.2237236535838947,0.0014481190164354091,0.41557679332674613
1550,AlP,2,0.0026168862681507136,0.0076906334219937105,2.368706988600766,0.001370690580261248,0.3402692762168237
1559,Mg3N2,40,0.0026338601374433527,0.00489117701910291,2.085264020421784,0.0011248413711126112,0.5384920903816375
1568,K3P11,56,0.00436177268680298,0.04622656693782406,2.162551674840943,0.009884589853158675,0.09435640532574435
1569,Be2C,3,0.0030263051322975227,0.003826044915323653,1.8687112141029316,0.0010956344529422445,0.7909748053863401
1572,GaSe,8,0.002057337429009924,0.013725866126100779,2.4268450779348827,0.0023305351217637583,0.1498876216705728
1575,CaC2,6,0.004504516676794282,0.014048781572110532,1.2599215177123284,0.008850171241777042,0.32063397481647754
1581,As2O3,20,0.0038727912374232577,0.025384412983275977,1.792745185985087,0.007898233971444579,0.1525657197578203
1582,As2O3,20,0.003600036264185989,0.027007469279847932,1.7894756176633135,0.008433975209140595,0.1332978009484293
1591,Al4C3,7,0.0024089045769124418,0.00452248902164093,1.9198598781350187,0.0012269827467598637,0.5326501767910097
1595,Nb2O5,7,0.003018648936083236,0.008415082547750459,1.80598074378312,0.002580073926045221,0.3587188739925301
1598,Na3P,8,0.005992558057608319,0.04222920785008399,2.8422283780731084,0.005227511443628103,0.14190552848829727
1666,Th2S5,28,0.0020134754816637833,0.006450107303081624,2.175042543100032,0.0013634255477222937,0.3121615481810386
1672,CaS,2,0.0026236539590672532,0.007922422476376352,2.816514995,0.0009986972699337579,0.331168145461903
1700,AlN,2,0.002055161191695736,0.003424125163451936,1.8955208231496652,0.000952999146794873,0.600200370486423
1705,Sb2O5,14,0.0024265595342783594,0.005454743370639295,1.9182179384351576,0.0014824444451726033,0.4448531066263466
1707,BaN6,14,0.004960696116684948,0.023627574646577214,1.1740041035134738,0.01714272720069207,0.20995367450478353
1714,FeSi2,24,0.0016497361349593366,0.0032093106854014144,2.303659526397177,0.0006047490263523577,0.514046876939554
1716,Rh2O3,20,0.0016685071569170146,0.003082529424367671,1.980448633075625,0.0007859231214669858,0.5412785823639885
1745,Sm2O3,15,0.0025410233996592904,0.010924601123598512,2.2423269070068246,0.002172739863345994,0.23259644639751287
1747,K2Te,3,0.004055948163200008,0.02893509241225053,3.5189819827254816,0.0023366345138272435,0.14017401795070136
1767,Tm2O3,40,0.001984142615024822,0.004311492593961575,2.196664637187287,0.0008935114602296071,0.46019854418947537
1776,UN2,3,0.002442447105196648,0.006418803861892131,2.2614595500797607,0.0012550945885312918,0.3805143696160027
1779,YbTe,2,0.0014897962944455752,0.0106828727793448,3.11467883,0.0011011881123078181,0.13945652309237244
1784,CsF,2,0.0045554914631887765,0.025707159945311198,2.97867419,0.002897397593421271,0.17720710778164608
